Nombre,Cargo,Departamento,Facultad,Perfil,Formacion_Academica,URL_Perfil
"Andrés Dario Moreno Barbosa, Ph.D.",Profesor Asistente - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Andrés Moreno es profesor del Departamento de Ingeniería de Sistemas en la Pontificia Universidad Javeriana (Bogotá) e investigador en ciencia de datos aplicada e inteligencia artificial. Su trabajo se centra en el diseño, implementación y evaluación de modelos de 
machine learning
, aprendizaje profundo (
deep learning
) y procesamiento de lenguaje natural (NLP), así como en el desarrollo de arquitecturas de datos a gran escala para aplicaciones de alto impacto social.","Doctorado, Doctor en Informática | Fecha de grado: | 02 may 2016 | Doctorado, Doctor en Informática | Fecha de grado: | 02 may 2016 | Maestría, Maestría En Ingeniería De Sistemas Y Computación | Fecha de grado: | 20 sept 2008 | Pregrado, Ingeniero de Sistemas y Computación | Fecha de grado: | 16 sept 2006",https://perfilesycapacidades.javeriana.edu.co/es/persons/ad.morenob
"Andrés Oswaldo Calderón Romero, Ph.D.",Profesor,Ingeniería de Sistemas,Facultad de Ingeniería,"Mi trayectoria académica se ha definido por la intersección entre el análisis de algoritmos geoespaciales y la computación de alto rendimiento. Durante mi investigación de maestría y doctorado, me centré en el desarrollo de metodologías computacionales robustas para el procesamiento distribuido de conjuntos de datos complejos, con un interés particular en 
datos espacio-temporales
. 
Actualmente, mi labor se centra en los campos en evolución de la 
Ciencia de Información Geográfica (GIS), Geoinformática
 y 
GeoIA
, con un énfasis principal en el 
procesamiento distribuido de datos espacio-temporales 
(bases de datos de trayectorias y/o imágenes satelitales). Me especializo en el aprovechamiento de entornos de clúster de alto rendimiento e indexación avanzada de bases de datos para gestionar y analizar información geoespacial a gran escala. Me centro en arquitecturas distribuidas y herramientas como 
Scala
 y 
Apache Sedona
.  Más información en https://cs.ucr.edu/~acald013/.","Maestría, Maestría En Geoinformación Y Observación Terrestre | Fecha de grado: | 11 mar 2011 | Pregrado, Ingeniería De Sistemas | Fecha de grado: | 21 abr 2007 | Palabras clave | QA75 Electronic computers. Computer science | Big Spatial Data | Movement Patterns | Geographic Information Systems | Geoinformatics | Data Sciences | Spatio-temporal Databases",https://perfilesycapacidades.javeriana.edu.co/es/persons/andrescalderonr
"Angela Cristina Carrillo Ramos, Ph.D.",Profesor Titular - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Profesora Titular del Departamento de Ingeniería de Sistemas, recibió el título de Ingeniera de Sistemas y Computación así como de Magister en Ingeniería de Sistemas y Computación de la Universidad de Los Andes (Colombia), y su Doctorado en Informática de la Universidad Joseph Fourier (Francia). Se encuentra clasificado como Investigador Senior según la última clasificación de Minciencias. Ha sido directora de la maestría en Ingeniería de Sistemas y Computación así como de las Especializaciones en Arquitectura Empresarial de Sw y en Gerencia de Proyectos de TI.  Es autora de artículos de revistas y conferencias en temas de Personalización y Adaptación.  Sus intereses se centran en Sistemas Multiagentes, Sistemas de Información, Adaptación y Personalización, particularmente aplicados en Educación.","Doctorado, Doctor en Informática | Fecha de grado: | 08 abr 2008 | Maestría, Magister en Ingenieria de Sistemas y Computacion | Fecha de grado: | 01 mar 1998 | Pregrado, Ingeniera de Sistemas y Computacion | Fecha de grado: | 01 mar 1996",https://perfilesycapacidades.javeriana.edu.co/es/persons/angela.carrillo
"Carlos Andrés Parra Acevedo, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Carlos Andrés Parra Acevedo es Profesor Asociado de la Pontificia Universidad Javeriana (Colombia). A lo largo de su carrera, ha desempeñado roles como desarrollador, arquitecto y consultor especializado en proyectos de ingeniería de software para diversas organizaciones, incluyendo, entidades gubernamentales y empresas del sector privado. Tambien se ha desempeñado como director del pregrado en Ingeniería de Sistemas. Sus áreas de interés son: Ingeniería de Software, Computación Móvil, Microservicios y Computación en la Nube . Ha publicado varios artículos sobre dichos temas en conferencias y revistas nacionales e internacionales.","Doctorado, Doctor en Ciencias de la Computación | Fecha de grado: | 10 mar 2011 | Maestría, Magíster en Ingeniería. Área: Sistemas y Computación | Fecha de grado: | 15 sept 2007 | Pregrado, Ingeniero de Sistemas | Fecha de grado: | 15 oct 2004",https://perfilesycapacidades.javeriana.edu.co/es/persons/ca.parraa
"Cécile Eugenie Gauthier Umaña, Ph.D.",Profesor Temporal Asistente - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,,"Doctorado, Doctorado En Ciencias Biomédicas Y Biológicas | Fecha de grado: | 26 oct 2023 | Maestría, Maestría En Ingeniería Electrónica Y De Computadores | Fecha de grado: | 30 ago 2013 | Pregrado, Ingeniería Electrónica | Fecha de grado: | 17 sept 2005",https://perfilesycapacidades.javeriana.edu.co/es/persons/gauthier_ce01
"César Julio Bustacara Medina, Ph.D.",Profesor Titular,Ingeniería de Sistemas,Facultad de Ingeniería,,"Doctorado, Doctor en Ingeniería | Fecha de grado: | 22 sept 2018 | Maestría, Magister en Ingeniería Electrica | Fecha de grado: | 06 sept 1997 | Pregrado, Ingeniero de Sistemas | Fecha de grado: | 01 dic 1994",https://perfilesycapacidades.javeriana.edu.co/es/persons/cbustaca
"Edgar Enrique Ruíz García, MSc.",Profesor Asistente - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,,"Maestría, Magister en Ingeniería de Sistemas y Computación | Fecha de grado: | 20 abr 2013 | Especialización, Especialista en Seguridad de Redes | Fecha de grado: | 01 sept 2001 | Pregrado, Ingeniero de Sistemas | Fecha de grado: | 01 ago 1998",https://perfilesycapacidades.javeriana.edu.co/es/persons/eruiz
"Efraín Ortiz Pabón, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Ing. Efraín Ortiz Pabón, M.Sc., Ph.D.
Profesor Asociado en la Pontificia Universidad Javeriana, en Bogotá, Colombia, adscrito a la Facultad de Ingeniería, Departamento de Ingeniería de Sistemas. A lo largo de su trayectoria profesional ha trabajado en los sectores público y privado. Ha combinado los escenarios académico, investigativo y empresarial, enfocándose principalmente en campos temáticos relacionados con la innovación, el emprendimiento, las tecnologías de la información y la comunicación (TIC), y la transformación digital. Posee una experiencia amplia en el campo de la consultoría en diferentes sectores industriales dentro de los cuales se destacan: defensa del estado, industria militar, industrias del software, salud, química, redes y telecomunicaciones, educación, biotecnología, alimentos y clústeres empresariales regionales.
Ha sido presidente de la Fundación para el Desarrollo de la Innovación y el Emprendimiento - Ennove Group, Vicepresidente de Tecnología de Business Association S.A. y fue el primer Director ejecutivo del SAJE Montreal Metro para Colombia. Ha desempeñado el rol de miembro de juntas directivas en diferentes tipos de organizaciones como: incubadoras de empresas de base tecnológica, empresas de servicios de infraestructura en telecomunicaciones, importadoras de alimentos procesados para animales y exportadoras de prendas de vestir.
Investigador visitante en el TEC de Costa Rica, Campus San Carlos. Es Ingeniero de Sistemas de la Universidad Autónoma de Colombia, M.Sc. de la Universidad de Quebec Chicoutimi, MBA de la Universidad Politécnica de Madrid (España), Master en Gestión de Organizaciones, Especialista en Gerencia de Tecnología y Doctor en Gestión de la Universidad EAN en Bogotá.","Doctorado, Doctor en Gestión, | Universidad EAN | Fecha de grado: | 24 nov 2017 | Maestría, Maître ès sciences, | Université du Québec à Chicoutimi | Fecha de grado: | 16 dic 2015 | Maestría, Magíster en Gestión de Organizaciones, | Universidad EAN | Fecha de grado: | 31 jul 2015 | Maestría, Magister en Administración de Empresas, | UNIVERSIDAD POLITECNICA DE MADRID -UNIVERSIDA | Fecha de grado: | 01 may 2004 | Especialización, Especialista en Administración de Empresas, | UNIVERSIDAD POLITECNICA DE MADRID -UNIVERSIDA | Fecha de grado: | 01 jun 2002 | Especialización, Especialista en Gerencia de Tecnoloia, | Universidad EAN | Fecha de grado: | 01 feb 1998 | Pregrado, Ingeniero de Sistemas, | Universidad Autónoma de Colombia | Fecha de grado: | 01 nov 1995",https://perfilesycapacidades.javeriana.edu.co/es/persons/efrain.ortiz
"Enrique González Guerrero, Ph.D.",Profesor Titular,Ingeniería de Sistemas,Facultad de Ingeniería,,"Doctorado, Docteur en Informatique | Fecha de grado: | 29 abr 1997 | Maestría, Diplome D'etudes Approfondis Robotique | Fecha de grado: | 01 jul 1993 | Maestría, Magister en Ingeniería Electrica | Fecha de grado: | 01 ene 1991 | Pregrado, Ingeniero Electrico | Fecha de grado: | 01 ene 1989",https://perfilesycapacidades.javeriana.edu.co/es/persons/egonzal
"Jaime Andrés Pavlich Mariscal, Ph.D.",Profesor Titular - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Jaime A. Pavlich-Mariscal es Profesor Titular de la Pontificia Universidad Javeriana (Colombia). Sus áreas de interés son: Ingeniería de Software, Software Científico, Análisis de Datos y Procesamiento del Lenguaje Natural. Ha publicado varios artículos sobre dichos temas en conferencias y revistas. A lo largo de su carrera, ha desempeñado roles como desarrollador, arquitecto y consultor especializado en proyectos de ingeniería de software para diversas organizaciones, incluidas universidades, entidades gubernamentales y empresas del sector privado, tanto a nivel nacional como internacional.","Doctorado, Doctor de Filosofía en Ciencias de la Computacion e Ingenieria | Fecha de grado: | 14 dic 2008 | Pregrado, Licenciado en Ciencias de la Ingeniería | Fecha de grado: | 28 ene 2000",https://perfilesycapacidades.javeriana.edu.co/es/persons/jpavlich
"Javier Francisco López Parra, MSc.",Profesor Asistente - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,,,https://perfilesycapacidades.javeriana.edu.co/es/persons/jlopez
"Jhon Alberto Talero Patiarroyo, MSc.",Profesor Asistente II,Ingeniería de Sistemas,Facultad de Ingeniería,,,...
"John Jairo Corredor Franco, Ph.D.",Profesor Temporal Asistente - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,,"Doctorado, Doctorado En Computación De Altas Prestaciones | Fecha de grado: | 17 ago 2011 | Maestría, Maestría En Informática Avanzada | Fecha de grado: | 07 oct 2008 | Pregrado, Ingeniería De Sistemas | Fecha de grado: | 21 jun 2002",https://perfilesycapacidades.javeriana.edu.co/es/persons/corredor-johnj
"Juan Camilo González Vargas, MSc.",Profesor Temporal Instructor - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Juan Camilo González Vargas se encuentra vinculado a la Pontificia Universidad Javeriana desde el año 2024 y actualmente es profesor instructor temporal del Departamento de Ingeniería.  Desarrolla labores de docencia en Ingeniería de Sistemas  y de investigación en el campo de la adaptación de la información, realidad aumentada y educación.
Ha desarrollado diversas investigaciones en temas educativos en el aprendizaje del patrimonio cultural y natural. Actualmente, es jefe de sección de programación.
Los principales intereses de investigación del profesor incluyen el uso de las tecnologías inmersivas, la ingeniería de software y el desarrollo. También esta interesado en aplicar estos conocimientos en los diferentes ámbitos educativos.
El profesor ha publicado a lo largo de los años un número considerable de artículos originales (con más de 133 citas) en revistas internacionles revisadas por pares de gran reputación.","Maestría, Maestría En Ingeniería De Sistemas Y Computación | Fecha de grado: | 19 nov 2016 | Pregrado, Ingeniería De Sistemas | Fecha de grado: | 18 abr 2015",https://perfilesycapacidades.javeriana.edu.co/es/persons/jgonzalez.v
"Juan Erasmo Gómez Morantes, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"El profesor Juan E. Gómez-Morantes es profesor asociado del Departamento de Ingeniería de Sistemas de la Pontificia Universidad Javeriana. Es ingeniero de sistemas y computación por formación básica, y se ha orientado hacia el entendimiento de las tecnologías de información como fenómeno social. Esto incluye aspectos como los sistemas de información en espacios organizacionales (MIS) y las tecnologías de información y comunicaciones para el desarrollo (ICT4D).","Doctorado, Doctor en Política de Desarrollo y Gestión | Fecha de grado: | 05 dic 2016 | Maestría, Magíster en Ingeniería de Sistemas y Computación | Fecha de grado: | 21 mar 2009 | Pregrado, Ingeniero de Sistemas y Computación | Fecha de grado: | 17 mar 2007",https://perfilesycapacidades.javeriana.edu.co/es/persons/je.gomezm
"Juan Sebastián Angarita Torres, MSc",Profesor Instructor II,Ingeniería de Sistemas,Facultad de Ingeniería,,,https://ingenieria.javeriana.edu.co/w/sistemas-juan-sebastian-angarita-torres?redirect=%2Fcuerpo-docente
Juddy Yinet Morales Peña,Profesor Instructora II,Ingeniería de Sistemas,Facultad de Ingeniería,,,https://ingenieria.javeriana.edu.co/cuerpo-docente/-/asset_publisher/2RdvomueIim5/content/sistemas-yuddy-yinet?p_r_p_assetEntryId=20130951&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_2RdvomueIim5_redirect=https%3A%2F%2Fingenieria.javeriana.edu.co%2Fcuerpo-docente%3Fp_p_id%3Dcom_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_2RdvomueIim5%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_r_p_assetEntryId%3D20130951%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_2RdvomueIim5_cur%3D0%26p_r_p_resetCur%3Dfalse
"Julio Ernesto Carreño Vargas, MSc.",Profesor Asistente - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Julio Carreño se encuentra vinculado a la Pontificia Universidad Javeriana desde el año 2005 y actualmente es profesor Asistente del Departamento de Ing. de Sistemas. Desarrolla labores de docencia en el programa de ingenería de sistemas y de investigación en el campo de ingeniería de información.
Ha desarrollado diversas investigaciones en temas de bases de datos, arquitecturas de sofwtare en varios sectores.
Así mismo se ha desempeñado como consultor en temas de inteligencia de negocios, arquitectura empresarial en varias empresas del estado a través de convenios con la Universidad.
Los principales intereses en investigación del profesor incluyen las bases de datos y las arquitecturas de software con énfasis en inteligencia artificial.","Maestría, Mgíster en Ingeniería de Sistemas y Computación | Fecha de grado: | 16 mar 2002 | Pregrado, Ingeniero de Sistemas | Fecha de grado: | 01 mar 1998",https://perfilesycapacidades.javeriana.edu.co/es/persons/carreno-j
"Julio Omar Palacio Niño, MSc.",Profesor Temporal Instructor - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Candidato a Doctor en Tecnologías de la Información y la Comunicación por la Universidad de Jaén (España). Magíster en Soft Computing y Sistemas Inteligentes de la Universidad de Granada (España) y Magíster en Ingeniería de Telecomunicaciones de la Universidad Nacional de Colombia. Ingeniero de Sistemas de la Universidad Nacional de Colombia. Cuenta con amplia experiencia en docencia universitaria, investigación y evaluación académica. Se ha desempeñado como como director de múltiples proyectos de grado y tesis en Ingeniería de Sistemas, Ciencia de Datos y maestrías en Inteligencia Artificial. Sus áreas de investigación y docencia se desarrollan en el campo de la Inteligencia Artificial, Machine Learning, Deep Learning y las bases de datos. Actualmente es profesor de tiempo completo en la Facultad de Ingeniería de la Pontificia Universidad Javeriana.","Maestría, Maestría En Soft Computing Y Sistemas Inteligentes | Fecha de grado: | 03 oct 2013 | Maestría, Maestría En Ingeniería - Telecomunicaciones | Fecha de grado: | 12 abr 2012 | Pregrado, Ingeniería De Sistemas | Fecha de grado: | 05 oct 2009 | Doctorado, Doctorado Tecnologías de la Información y la Comunicación, | Universidad de Granada | 07 ene 2018 | → | 28 dic 2024 | Doctorado, Doctorado en Tecnologías de la Informacion y la Comunicación, | Universidad de Jaén | 05 ene 2025 | → …",https://perfilesycapacidades.javeriana.edu.co/es/persons/julio-omar-ancizar-palacio-niño
"Leonardo Flórez Valencia, Ph.D.",Profesor Titular - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Leonardo Flórez Valencia es ingeniero y magister en sistemas y computación de la Universidad de los Andes (títulos obtenidos en 2000 y 2002, respectivamente), además de tener un DEA (Diplôme d'Études Approfondies -2002-) y un doctorado (PhD) en imágenes y sistemas (2006) del INSA de Lyon en Francia.
 
Desde enero del 2007 es profesor de planta del Departamento de Ingeniería de Sistemas de la Pontificia Universidad Javeriana; donde, desde 2020, es profesor titular y director de la maestría en inteligencia artificial. Además, es director del grupo de investigación en bioingeniería, análisis de señales y procesamiento de imágenes (BASPI).
 
Sus intereses de investigación se centran en el procesamiento de imágenes médicas, computación gráfica, la geometría y la topología computacional.","Doctorado, Doctor en Imágenes y Sistemas | Fecha de grado: | 13 jul 2006 | Maestría, Master en Imagenes y Sistemas | Fecha de grado: | 01 oct 2002 | Pregrado, Ingeniero de Sistemas y Computacion | Fecha de grado: | 01 sept 2000",https://perfilesycapacidades.javeriana.edu.co/es/persons/florez-l
"Luis Carlos Díaz Chaparro, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,,"Doctorado, Doctor of Engineering (dr.-ing.) | Fecha de grado: | 12 ene 2021 | Especialización, Especialista en Creacion Multimedia | Fecha de grado: | 01 may 2005 | Maestría, Magister en Ingenieria de Sistemas y Computacion | Fecha de grado: | 01 mar 1998 | Pregrado, Ingeniero de Sistemas | Fecha de grado: | 01 jul 1995",https://perfilesycapacidades.javeriana.edu.co/es/persons/luisdiaz
"Luis Gabriel Moreno Sandoval, Ph.D.",Profesor Temporal Asistente,Ingeniería de Sistemas,Facultad de Ingeniería,"Investigador académico y profesional en temas relacionados con sistemas de información, análisis de datos, minería de textos y redes sociales.
 
Amplio conocimiento en temas como lingüística computacional, sociolingüística computacional y semiótica computacional como temas principales del proyecto de investigación doctoral.
 
Desarrollo de proyectos en estas áreas con tecnologías y metodologías relacionadas con el análisis de datos y big data.
 
Participación en múltiples congresos internacionales otorgando reconocimiento a los estudios presentados.
 
Segundo lugar en la última conferencia PAN@CLEF 2019, sobre competencia en lingüística computacional para determinar estilos sociolingüísticos y variables demográficas, psicográficas y de comportamiento de una muestra de celebridades, en Lugano, Suiza.","Doctorado, Doctorado En Ingeniería | Fecha de grado: | 24 mar 2023 | Maestría, Maestría En Administración De Empresas | Fecha de grado: | 17 nov 2015 | Maestría, Maestría En Ciencias De La Información Y Las Comunicaciones | Fecha de grado: | 30 mar 2012 | Pregrado, Ingeniería De Sistemas | Fecha de grado: | 30 mar 2007",https://perfilesycapacidades.javeriana.edu.co/es/persons/morenoluis
"Mariela Josefina Curiel Huérfano, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Soy Ingeniera de Computación (Universidad Simón Bolívar de Caracas, Venezuela, 1992), Magíster Scientiarum en Informática (Universidad Simón Bolívar, 1994) y Doctor en Tecnologías de la Información (Universidad de las Islas Baleares, España, 2000). Realicé un posdoctorado en la Universidad Federal de Minas Gerais (Brasil) en caracterización y generación de cargas de trabajo web. He impartido cursos de pregrado y posgrado en Computación en la Nube, Evaluación del Rendimiento de Sistemas Informáticos, Sistemas Operativos, Sistemas Distribuidos y Arquitectura de la Computación. Desde 2013, trabajo en la Pontificia Universidad Javeriana (PUJ) de Bogotá, Colombia. Mis intereses actuales incluyen: computación en la nube,  atributos de calidad en microservicios, tecnologías de virtualización, consumo energético de modelos de IA.","Doctorado, Doctora en Informática | Fecha de grado: | 06 jul 2000 | Maestría, Magister en Ciencia de la Computación | Fecha de grado: | 17 jun 1994 | Pregrado, Ingeniero en Computación | Fecha de grado: | 20 feb 1992",https://perfilesycapacidades.javeriana.edu.co/es/persons/mcuriel
"Oscar Danilo Martínez Bernal, MSc.",Profesor Asistente - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,,"Maestría, Magíster en Ingeniería Electrónica | Fecha de grado: | 20 nov 2020 | Maestría, Magíster en Ingeniería Electrónica | Fecha de grado: | 20 nov 2020 | Maestría, Magíster en Bioingeniería | Fecha de grado: | 20 nov 2020 | Maestría, Magíster en Bioingeniería | Fecha de grado: | 20 nov 2020 | Pregrado, Ingeniero Electrónico | Fecha de grado: | 05 mar 2016",https://perfilesycapacidades.javeriana.edu.co/es/persons/omartinezb
"Rafael Andrés González Rivera, Ph.D.",Profesor Titular - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Ingeniero de Sistemas de la Pontificia Universidad Javeriana, Magíster en Ciencias de la Computación y Doctor (cum laude) en Ingeniería de Sistemas de la Universidad Tecnológica de Delft, Países Bajos. Su trabajo integra sistemas de información y analítica de datos para el diseño de servicios y procesos basados en datos, con especial énfasis en salud digital, investigación clínica y transformación digital. Se desempeña como profesor, investigador y consultor en proyectos de innovación y toma de decisiones basadas en datos. Ha ocupado cargos de liderazgo académico y científico, incluyendo la dirección del Departamento de Ingeniería de Sistemas de la Universidad Javeriana, el Centro de Excelencia en Big Data y Data Analytics (Alianza CAOBA) y la subdirección del ecosistema científico del Programa GAT de Colombia Científica. Actualmente es editor de la revista 
Engineering for Development
.","Doctorado, Doctor en Ingenieria | Fecha de grado: | 05 jul 2010 | Maestría, Master en Informática Técnica | Fecha de grado: | 01 sept 2002 | Pregrado, Ingeniero de Sistemas | Fecha de grado: | 05 abr 2000",https://perfilesycapacidades.javeriana.edu.co/es/persons/ragonzalez
"Rafael Vicente Páez Méndez, Ph.D.",Profesor Asociado - Consejero Académico,Ingeniería de Sistemas,Facultad de Ingeniería,"Ingeniero de Sistemas, especialista en Seguridad Informática, Doctor en ingeniería Telemática con énfasis en seguridad, mención Cum Laude. Ex docente en la Universidad Pompeu Fabra en Barcelona (España), actualmente profesor asociado en la Pontificia Universidad Javeriana de Bogotá. Director de la Maestría en Seguridad Digital de la Pontifica Universidad Javeriana. Líder del grupo de investigación SiDRe en el que se investiga en temas de Computación de alto desempeño, IoT, computación móvil, Sistemas multiagente y Ciberseguridad. Coordinador del diplomado en Seguridad de la Información, Informática forense y del curso Seguridad defensiva y Ofensiva. Coordinador del semillero de ciberseguridad WhiteLab.
Consultor en organizaciones públicas y privadas en el área de seguridad y tecnologías de información. Conferencista en temas de investigación sobre seguridad digital en eventos nacionales e internacionales y director de proyectos de investigación en pregrado, maestría y doctorado en los temas de redes y seguridad informática.","Doctorado, Doctor en Ingeniería Telematica | Fecha de grado: | 21 may 2008 | Especialización, Especialista en Seguridad de Redes | Fecha de grado: | 01 abr 2003 | Pregrado, Ingeniero de Sistemas | Fecha de grado: | 01 sept 2001",https://perfilesycapacidades.javeriana.edu.co/es/persons/paez-r
